ALM Audit Report,,
About,,
Current Principal Amount,,
Current Restructure Count,,
Customer,ဝယ်သူ,
Customer Refund Account,,
Cyclic Day Of the Month,,
Daily,နေ့စဉ်,
Date,နေ့စှဲ,
Day of every month on which the repayment date is considered,,
Days Past Due,,
Days Past Due Log,,
Days Past Due Threshold for NPA,,
Debit Adjustment,,
Debit Adjustment Amount,,
Decentralized,,
Delete GL Entries,,
Delinked,,
Delinquent Available Limit,,
Delinquent In Process Limit,,
Delinquent Limit,,
Delinquent Limit Amount,,
Delinquent Limit Percent,,
Delinquent Principal Outstanding,,
Delinquent Utilized Limit,,
Demand Amount,,
Demand Date,,
Demand Generated,,
Demand Subtype,,
Demand Type,,
Deposit Amount,,
Deposit Date,,
Description,ဖေါ်ပြချက်,
Details,အသေးစိတ်အချက်အလက်များကို,
Disabled,ချို့ငဲသော,
Disbursed,ထုတ်ချေး,
Disbursed Amount,ထုတ်ပေးငွေပမာဏ,
Disbursement,,
Disbursement Account,,
Disbursement Date,ငွေပေးချေနေ့စွဲ,
Disbursement Details,ငွေပေးချေမှုအသေးစိတ်,
Disbursement References,,
Documentation,,
Draft,မူကြမ်း,
Due Date,သတ်မှတ်ချိန်းရက်,
EMI,,
EMI (PMT) based,,
EMI (Principal + Interest),,
Effective Date,,
Employee,လုပ်သား,
Employee Self Service,,
Enable Partner Accounting,,
End of the current month,,
Entries To Cancel,,
Entries To Repost,,
Event,အဖြစ်အပျက်,
Excess Amount,,
Excess Amount Acceptance Limit,,
Excess Amount Paid,,
Excess amount repayment limit during loan closure,,
FLDG,,
FLDG Account,,
FLDG Corporate Guarantee Percentage,,
FLDG Fixed Deposit Percentage,,
FLDG Limit Calculation Component,,
FLDG Trigger DPD,,
FLDG Trigger Date,,
FLDG Triggered,,
Failed Repayment,,
Fixed Amount,,
Fixed Deposit Only,,
Force Update DPD in Loan,,
Foreclosure Type,,
Frappe School,,
Frappe Support,,
Freeze Account,,
Freeze Date,,
From Branch,,
From Date,နေ့စွဲကနေ,
Full Settlement,,
Grace Period in Days,နေ့ရက်ကာလ၌ကျေးဇူးတော်ရှိစေသတည်းကာလ,
Haircut,ဆံပင်ညှပ်,
Haircut %,ဆံပင်ပုံပုံ%,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,ဆံပင်ညှပ်နှုန်းသည်ချေးငွေအာမခံ၏စျေးကွက်တန်ဖိုးနှင့်ချေးငွေအတွက်အပေါင်ပစ္စည်းအဖြစ်အသုံးပြုသောချေးငွေလုံခြုံရေးမှဖော်ပြသောတန်ဖိုးအကြားရာခိုင်နှုန်းကွာခြားချက်ဖြစ်သည်။,
Ignore On Cancel Amount Update,,
In Process Limit,,
Income Account,ဝင်ငွေခွန်အကောင့်,
Initiated,စတင်ခဲ့သည်,
Interest,စိတ်ဝင်စားမှု,
Interest Accounts,,
Interest Accrued Account,,
Interest Adjustment,,
Interest Amount,အကျိုးစီးပွားငွေပမာဏ,
Interest Capitalization,,
Interest Carry Forward,,
Interest Income Account,အကျိုးစီးပွားဝင်ငွေခွန်အကောင့်,
Interest Overdue,,
Interest Payable,ပေးဆောင်ရမည့်အတိုး,
Interest Receivable Account,,
Interest Treatment,,
Interest Type,,
Interest Waiver,,
Interest Waiver Account,,
Interest Waiver Amount,,
Internal Foreclosure,,
Invoice Date,ကုန်ပို့လွှာနေ့စွဲ,
Is Backdated,,
Is Excess Amount Refund,,
Is NPA,,
Is Secured Loan,လုံခြုံသောချေးငွေ,
Is Security Amount Refund,,
Is Settlement Write Off,,
Is Term Loan,Term ချေးငွေ,
Is Write Off Waiver,,
Is Written Off,,
Keyboard Shortcuts,keyboard Shortcuts,
Last Accrual Date,,
Limit Amount,,
Limit Applicable End,,
Limit Applicable Start,,
Limit Percent,,
Limit Renewal,,
Limits,,
Line of Credit,,
Loan,ခြေးငှေ,
Loan ,ခြေးငှေ,
Loan  Details,ချေးငွေအသေးစိတ်,
Loan Account,ချေးငွေအကောင့်,
Loan Accounts,,
Loan Accrual Repost,,
Loan Accrual Repost Detail,,
Loan Adjustment,,
Loan Adjustment Detail,,
Loan Amount,ချေးငွေပမာဏ,
Loan Amount Details,,
Loan Amount Percentage,,
Loan Application,ချေးငွေလျှောက်လွှာ,
Loan Balance Adjustment,,
Loan Booking,,
Loan Category,,
Loan Category Code,,
Loan Category Name,,
Loan Charge Reference,,
Loan Charges,,
Loan Classification,,
Loan Classification Details,,
Loan Classification Range,,
Loan Closure,ချေးငွေပိတ်သိမ်း,
Loan Closure Requested,ချေးငွေပိတ်သိမ်းတောင်းဆိုခဲ့သည်,
Loan Credit Limits,,
Loan Demand,,
Loan Demand Details,,
Loan Demand Offset Detail,,
Loan Demand Offset Order,,
Loan Details,ချေးငွေအသေးစိတ်,
Loan Disbursement,ချေးငွေထုတ်ပေးမှု,
Loan Disbursement Charge,,
Loan Disbursement Charges,,
Loan Freeze Log,,
Loan IRAC Provisioning Configuration,,
Loan Info,ချေးငွေအင်ဖို,
Loan Interest Accrual,ချေးငွေအတိုးနှုန်းတိုးပွားလာ,
Loan Interest Report,,
Loan Limit Change Log,,
Loan Management,ချေးငွေစီမံခန့်ခွဲမှု,
Loan Manager,ချေးငွေမန်နေဂျာ,
Loan NPA Log,,
Loan Outstanding Report,,
Loan Partner,,
Loan Partner Address,,
Loan Partner Adhoc Charges Shared,,
Loan Partner Details,,
Loan Partner Interest Rate,,
Loan Partner Payment Ratio,,
Loan Partner Rate Of Interest,,
Loan Partner Repayment Schedule Type,,
Loan Partner Share Details,,
Loan Partner Share Percentage,,
Loan Partner Shareable,,
Loan Partners,,
Loan Product,,
Loan Product Loan Partner,,
Loan Refund,,
Loan Repayment,ချေးငွေပြန်ဆပ်,
Loan Repayment Charges,,
Loan Repayment Detail,ချေးငွေပြန်ဆပ်မှုအသေးစိတ်,
Loan Repayment Entries,,
Loan Repayment Repost,,
Loan Repayment Repost Cancel Detail,,
Loan Repayment Repost Detail,,
Loan Repayment Schedule,,
Loan Repayment Schedule Detail,,
Loan Repayment Type,,
Loan Repayment and Closure,ချေးငွေပြန်ဆပ်ခြင်းနှင့်ပိတ်သိမ်းခြင်း,
Loan Restructure,,
Loan Restructure Count,,
Loan Restructure Details,,
Loan Restructure Limit Log,,
Loan Security,ချေးငွေလုံခြုံရေး,
Loan Security Assignment,,
Loan Security Code,ချေးငွေလုံခြုံရေး Code ကို,
Loan Security Deposit,,
Loan Security Details,ချေးငွေလုံခြုံရေးအသေးစိတ်,
Loan Security Exposure,,
Loan Security Name,ချေးငွေလုံခြုံရေးအမည်,
Loan Security Price,ချေးငွေလုံခြုံရေးစျေးနှုန်း,
Loan Security Release,,
Loan Security Shortfall,ချေးငွေလုံခြုံရေးလိုအပ်ချက်,
Loan Security Status,ချေးငွေလုံခြုံရေးအခြေအနေ,
Loan Security Type,ချေးငွေလုံခြုံရေးအမျိုးအစား,
Loan To Value Ratio,အချိုးအစားတန်ဖိုးကိုချေးငွေ,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,ချေးငွေနှင့်တန်ဖိုးအချိုးသည်ချေးငွေပမာဏနှင့်ကတိထားရာလုံခြုံရေးတန်ဖိုးနှင့်ဖော်ပြသည်။ အကယ်၍ ၎င်းသည်မည်သည့်ချေးငွေအတွက်မဆိုသတ်မှတ်ထားသောတန်ဖိုးအောက်ရောက်လျှင်ချေးငွေလုံခြုံရေးပြတ်လပ်မှုဖြစ်ပေါ်လာလိမ့်မည်,
Loan Transfer,,
Loan Transfer Detail,,
Loan Write Off,,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,,
Loan is a Non Performing Asset,,
Loans,ချေးငွေများ,
Loans will be marked as NPA when the days past due count exceed this threshold,,
Log out,,
Manual Foreclosure,,
Manual NPA,,
Manual Remarks,,
Manually marked as NPA,,
Maturity Date,,
Max DPD Range,,
Maximum Limit Amount,,
Maximum Loan Amount,အများဆုံးချေးငွေပမာဏ,
Maximum Loan Value,အများဆုံးချေးငွေတန်ဖိုး,
Member,အဖှဲ့ဝငျ,
Min DPD Range,,
Minimum Partner Loan Amount Percentage,,
Minimum days between Disbursement date and first Repayment date,,
Misc,,
Mode Of Payment,ငွေပေးချေမှုရမည့်၏ Mode ကို,
Monthly,လစဉ်,
Monthly Repayment Amount,လစဉ်ပြန်ဆပ်ငွေပမာဏ,
Monthly as per cycle date,,
Monthly as per repayment start date,,
Moratorium End Date,,
Moratorium Tenure,,
Moratorium Type,,
More Information,More Information ကို,
My Profile,,
My Settings,,
NPA,,
NPA Date,,
NPL Report,,
New Loan Amount,,
New Monthly Repayment Amount,,
New Rate Of Interest,,
New Repayment Method,,
New Repayment Period in Months,,
New Repayment Start Date,,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,ချေးငွေပြန်ဆပ်ရန်နှောင့်နှေးလျှင်အရေးယူမည့်နေ့အထိရက်အရေအတွက်,
Normal,သာမန်,
Normal Interest,,
Normal Interest Journal Entry,,
Normal Limit,,
Normal Repayment,,
Normal Restructure,,
Number Of Days,,
Old EMI,,
Old Loan Amount,,
Old Rate of Interest,,
Old Repayment Frequency,,
Old Tenure,,
One Time,,
Open,ဖွင့်လှစ်,
Organization Type,,
Original Security Value,,
Other Charges Waiver,,
Other Details,အခြားအသေးစိတ်များ,
Outdated,,
Outstanding Amount,ထူးချွန်ငွေပမာဏ,
Outstanding Balance Report,,
Outstanding Principal,,
Outstanding Principal & Interest Accrued,,
Own Ratio,,
POS reduction plus interest at partner ROI,,
Paid Amount,paid ငွေပမာဏ,
Partial Payment Mechanism,,
Partial Settlement,,
Partially Disbursed,တစ်စိတ်တစ်ပိုင်းထုတ်ချေး,
Particulars,အထူးသဖြင့်,
Partner Base Interest Rate,,
Partner Code,,
Partner Collection Percentage,,
Partner Interest Share,,
Partner Loan Amount Percentage,,
Partner Loan Share Percentage,,
Partner Monthly Repayment Amount,,
Partner Name,,
Partner Percentage,,
Partner Ratio,,
Partner Repayment Schedule Type,,
Partner Share,,
Partner Share Allocated,,
Payable Account,ပေးဆောင်ရမည့်အကောင့်,
Payable Amount,ပေးဆောင်ရမည့်ငွေပမာဏ,
Payable Charges,,
Payable Principal Amount,ပေးဆောင်ရမည့်ကျောင်းအုပ်ကြီးပမာဏ,
Payment Account,ငွေပေးချေမှုရမည့်အကောင့်,
Payment Date,ငွေပေးချေသည့်နေ့ရက်,
Payment Details,ငွေပေးချေမှုရမည့်အသေးစိတ်အကြောင်းအရာ,
Payment Reference,ငွေပေးချေမှုရမည့်ကိုးကားစရာ,
Payment References,ငွေပေးချေမှုရမည့်ကိုးကား,
Payroll Payable Account,,
Penal Interest,,
Penal Interest Waiver,,
Penal Treatment,,
Penalty,,
Penalty Accrued Account,,
Penalty Amount,ပြစ်ဒဏ်ပမာဏ,
Penalty Capitalization,,
Penalty Charges Accounts,,
Penalty Charges Rate,,
Penalty Income Account,ပြစ်ဒဏ်ဝင်ငွေစာရင်း,
Penalty Interest Rate (%),,
Penalty Interest Rate is levied on the pending amount on a daily basis in case of delayed repayment ,,
Penalty Overdue,,
Penalty Receivable Account,,
Penalty Suspense Account,,
Penalty Waiver,,
Penalty Waiver Account,,
Pending,လာမည့်,
Pending Charge Amount,,
Pending Principal Amount,ဆိုင်းငံ့ကျောင်းအုပ်ကြီးငွေပမာဏ,
Percentage,ရာခိုင်နှုန်း,
Pledge,ပေါင်,
Pledge Requested,,
Pledge Time,အချိန်ပေးပါ,
Pledged,ကျေးဇူးတင်ပါတယ်,
Post Haircut Amount,ဆံပင်ညှပ်ပမာဏ,
Posting Date,Post date,
Posting Date (End Date),,
Pre Payment,,
Pre Payment Charges,,
Pre Restructure DPD,,
Pre Restructure Details,,
Prepayment Charges,,
Primary,မူလတန်း,
Primary Address,မူလတန်းလိပ်စာ,
Principal,,
Principal Adjusted,,
Principal Adjustment,,
Principal Amount,ကျောင်းအုပ်ကြီးငွေပမာဏ,
Principal Amount Paid,ပေးဆောင်သည့်ငွေပမာဏ,
Principal Capitalization,,
Principal Outstanding,,
Principal Overdue,,
Pro-rated calendar months,,
Process Loan Classification,,
Process Loan Demand,,
Process Loan Interest Accrual,လုပ်ငန်းစဉ်ချေးငွေအကျိုးစီးပွားတိုးပွားလာ,
Process Loan Restructure Limit,,
Process Loan Security Shortfall,ချေးငွေလုံခြုံရေးလိုအပ်ချက်,
Process Payroll Accounting Entry based on Employee,,
Product Code,,
Product Name,,
Proposed Pledge,အဆိုပြုထားအပေါင်,
Proposed Pledges,အဆိုပြုထား Pledges,
Provision Rate,,
Quantity,အရေအတွက်,
Quarterly,သုံးလတစ်ကြိမ်,
Rate Of Interest,,
Rate of Interest,အကျိုးစီးပွား၏နှုန်းမှာ,
Rate of Interest (%) / Year,အကျိုးစီးပွား၏နှုန်းမှာ (%) / တစ်နှစ်တာ,
Rate of Interest (%) Yearly,အကျိုးစီးပွား၏နှုန်းမှာ (%) နှစ်အလိုက်,
Ratio,,
Reason,အကွောငျးရငျး,
Reason For Freezing,,
Reason for Restructure,,
Receivable Account,receiver အကောင့်,
Reference Date,ကိုးကားစရာနေ့စွဲ,
Reference Document Type,ကိုးကားစရာ Document ဖိုင် Type အမျိုးအစား,
Reference Name,ကိုးကားစရာအမည်,
Reference No,ကိုးကားစရာနံပါတ်,
Reference Number,ကိုးကားစရာနံပါတ်,
References,ကိုးကား,
Refund,,
Refund Account,,
Refund Amount,,
Refund Date,,
Refund Details,,
Refund amount,,
Regular,ပုံမှန်အစည်းအဝေး,
Rejected,ပယ်ချ,
Release Requested,,
Release Time,,
Released,,
Reload,Reload ကို,
Remaining Debtor Report,,
Remarks,အမှာစကား,
Repay Fixed Amount per Period,ကာလနှုန်း Fixed ငွေပမာဏပြန်ဆပ်,
Repay From Salary,လစာထဲကနေပြန်ဆပ်,
Repay Over Number of Periods,ကာလနံပါတ်ကျော်ပြန်ဆပ်,
Repayment,,
Repayment Account,,
Repayment Date On,,
Repayment Details,ပြန်ပေးငွေအသေးစိတ်,
Repayment Frequency,,
Repayment Info,ပြန်ဆပ်အင်ဖို,
Repayment Method,ပြန်ဆပ် Method ကို,
Repayment Period In Months,,
Repayment Period in Months,လထဲမှာပြန်ဆပ်ကာလ,
Repayment Periods,,
Repayment Schedule,ပြန်ဆပ်ဇယား,
Repayment Schedule Detail,,
Repayment Schedule Type,,
Repayment Start Date,ပြန်ဆပ်ဖို့ Start နေ့စွဲ,
Repayment Type,,
Report an Issue,,
Repossessed,,
Repost Date,,
Requested,မေတ္တာရပ်ခံ,
Rescheduled,,
Restructure Charges,,
Restructure Date,,
Restructure Type,,
Restructure of Loans applicable,,
Restructured,,
Sales Invoice,အရောင်းပြေစာ,
Same as regular interest accounts,,
Sanctioned,ဒဏ်ခတ်အရေးယူ,
Sanctioned Amount Limit,ငွေပမာဏကန့်သတ်,
Sanctioned Loan Amount,ခွင့်ပြုထားသောချေးငွေပမာဏ,
Secured,,
Securities,လုံခြုံရေး,
Security Deposit Account,,
Security Deposit Adjustment,,
Security Type,,
Security Value ,လုံခြုံရေးတန်ဖိုး,
Select whether the repayment date should be the end of the current month or start of the upcoming month,,
Semi-Secured,,
Servicer Fee,,
Session Defaults,session Defaults ကို,
Settled,အခြေချ,
Settlement Date,,
Shareable Type,,
Shareables,,
Sharing Parameter,,
Shortfall Amount,လိုအပ်ချက်ပမာဏ,
Shortfall Percentage,,
Shortfall Time,အချိန်တို,
Start Date,စတင်သည့်ရက်စွဲ,
Start of the next month,,
Status,အဆင့်အတန်း,
Submitted,Submitted,
Subsidy Adjustment Account,,
Subsidy Adjustments,,
Suspense Account,,
Suspense Collection Account,,
Suspense Interest Income,,
System Manager,system Manager က,
Tenure,,
Tenure Post Restructure,,
Term Details,သက်တမ်းအသေးစိတ်ကို,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),,
Timestamp,Timestamp,
Title,ဘှဲ့,
To Branch,,
To Date,ယနေ့အထိ,
Toggle Full Width,,
Toggle Theme,,
Total Amount Paid,စုစုပေါင်းငွေပမာဏ Paid,
Total Charges Paid,,
Total Charges Payable,,
Total Installments Overdue ,,
Total Installments Paid,,
Total Installments Raised,,
Total Interest Paid,,
Total Interest Payable,စုစုပေါင်းအကျိုးစီးပွားပေးရန်,
Total Overdue Amount,,
Total Partner Interest Share,,
Total Partner Principal Share,,
Total Payable Amount,စုစုပေါင်းပေးရန်ငွေပမာဏ,
Total Payable Interest,စုစုပေါင်းပေးရန်စိတ်ဝင်စားမှု,
Total Payment,စုစုပေါင်းငွေပေးချေမှုရမည့်,
Total Penalty Paid,,
Total Principal Paid,စုစုပေါင်းကျောင်းအုပ်ကြီး Paid,
Total Security Value,စုစုပေါင်းလုံခြုံရေးတန်ဖိုး,
Totals,စုစုပေါင်း,
Trace ID,,
Traceback,Traceback,
Transfer Date,လွှဲပြောင်းနေ့စွဲ,
Treatment Of Interest,,
Treatment of Interest,,
Type of FLDG Applicable,,
Unaccrued Interest,,
Unaccrued Interest Treatment,,
Unaccrued Interest Waiver,,
Unbooked Interest Paid,,
Unbooked Penalty Paid,,
Unfreeze Date,,
Unmark NPA,,
Unpledge,မင်္ဂလာပါ,
Unpledge Time,Unpledge အချိန်,
Unpledged,မင်္ဂလာပါ,
Unsecured,,
Update Time,အချိန်အသစ်ပြောင်းပါ,
User Forum,,
Utilized Limit,,
Utilized Limit Amount,,
Utilized Security Value,,
Valid From,မှဖြစ်သည်,
Valid Upto,သက်တမ်းရှိ Upto,
Validate Normal Repayment,,
Value Change,Value တစ်ခုပြောင်းရန်,
Value Date,,
Value Type,,
View Website,view ဝက်ဘ်ဆိုက်,
Waive Off Restructure Charges,,
Waived Amount,,
Waiver Account,,
Waiving of Charges applicable,,
Watch Period End Date,,
Weekly,ရက်သတ္တပတ်တကြိမ်ဖြစ်သော,
Withhold Security Deposit,,
Write Off Account,အကောင့်ပိတ်ရေးထား,
Write Off Accounts,,
Write Off Amount,ချွတ်ပမာဏကိုရေးပါ,
Write Off Details,,
Write Off Recovery,,
Write Off Recovery Account,,
Write Off Settlement,,
Written Off,,
Written Off Amount,,
